Principal|Nivel|Artículo|Descripción|Tipo|Estado|Planeador|Sec Artículo|Sec Op|UDM|Cantidad Unitaria|Cantidad Extendida|Tipo Suministro|Subinventario|Localizador|Tipo Costo|Costo Materiales|Costo Recurso|Gsto Grl|Costo Unitario|Costo Extendido|Accesorio S/N|Fecha inactivo|Alterno|Component_Yiel|Categoria Producto
22000020029|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||310|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|22000320|NIVELADOR 5/16 X 1 1/2 MPR080075|MP|Active||320|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|22012018|MARQUILLA LOGOTIPO MEPAL ALUMINIO PULIDO MPR030283|MP|Active||330|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|22018698|RIEL FULL EXTENSION 450MM 100 LIBRAS REF NJ31Q01-18 PULG|MP|Active||340|10|jg|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|23703626|STICKER LAMINADO INDICACIONES DE USO ARCHIVADOR LATERAL|MP|Active||350|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||360|10|kg|.77|.77|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|22016286|GENERICO PINTURA EN POLVO MUEBLES LADO B|MP|Active||360|10|kg|.31|.31|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020029|1|22025251|EMPAQUE TAPA ARCHIVADOR 60CM CLAVE 620|MP|Active||380|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|0|22000020058|BIBLIOTECA METALICA 2 ENTREPAÑOS CON PUERTA METALICA 101X90X50CM ALMACENAMIENTO ALM1170000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000020058|1|22012018|MARQUILLA LOGOTIPO MEPAL ALUMINIO PULIDO MPR030283|MP|Active||5|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|25020860|ARMADA-CORAZA DE 90CM H3 PROF. 50CM BIBLOTECA ZEN CON NAVES ALM1171000|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25020874|PARTE-CUERPO COSTADO DERECHO CORAZA ARCHIVADOR H3X90CM PROF. 50CM ALM1151011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|7.175689528|7.175689528|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25020875|PARTE-CUERPO COSTADO IZQUIERDO CORAZA ARCHIVADOR H3X90CM PROF. 50CM ALM1151011|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|7.175689528|7.175689528|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25020913|PARTE-TAPA SUPERIOR CORAZA DE 90CM PROF. 50CM BIBLIOTECA ZEN NAVES ALM1171010|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.51927593|4.51927593|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25020854|PARTE-FALSO COSTADO DE H3 PROF. 50CM CORAZA BIBLIOTECA ZEN CON NAVES ALM1171040|AI|Active||40|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|3.59393459|3.59393459|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25113832|PARTE-REFUERZO INFERIOR DE 90CM CORAZA ARCHIVADOR LATERAL ALM2931030|AI|Active||50|10|und|2|2|Proceso Tirar Operación|TRONZSILLA|TRS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22000914|TUBO RECTANGULAR  DE 20MM X 40MM 6000MM CALIBRE 20|MP|Active||10|10|und|.166666667|.166666667|Proceso Tirar Operación|TRONZSILLA|MTS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25020918|PARTE-TAPA TRASERA DE 90CM H3 CORAZA BIBLIOTECA ZEN CON NAVES ALM1171030|AI|Active||65|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|6.0919914|6.0919914|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25020925|PARTE-BASE CORAZA DE 90CM PROF. 50CM BIBLOTECA ZEN CON NAVES ALM1171020|AI|Active||70|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.33283355|4.33283355|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|25008140|ARMADA-ENTREPAÑO 90CM PROF. 50CM BIBLIOTECA ALMACENAMIENTO ALM1172000|AI|Active||20|10|und|2|2|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25008144|PARTE-CUERPO ENTREPAÑO 90CM PROF. 50CM BIBLIOTECA ALMACENAMIENTO ALM1172010|AI|Active||10|30|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|3.439942891|3.439942891|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25008166|PARTE-REFUERZO ENTREPAÑO 90CM BIBLIOTECA ALMACENAMIENTO ALM1172020|AI|Active||20|30|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.462273201|.462273201|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|25021295|PARTE-NAVE CERRADURA DERECHA H3X900MM BIBLIOTECA ALMACENAMIENTO ALM1173011|AI|Active||30|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.79|4.79|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|25021301|ARMADA-NAVE IZQUIERDA H3X900MM BIBLIOTECA ALMACENAMIENTO ZEN ALM1174010|AI|Active||40|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25022316|PARTE-CUERPO NAVE IZQUIERDA H3X900MM BIBLIOTECA ALMACENAMIENTO ZEN ALM1174011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|5.03|5.03|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|25110762|PARTE-TRASLAPE H3 NAVE IZQUIERDA ALM1174013|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.18|.18|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000575|CUERPO CYLINDER BODY CB-280 TYPE 280|MP|Active||50|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000569|ANILLO CERRADURA BZ-300 BEZEL BLACK|MP|Active||60|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000568|CERRADURA LP-300 LOCK PLUG BLACK 100T-599T 10 EACH|MP|Active||70|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000248|TORNILLO DE 6 X 5/8 CCPH PRIVILEGIO ZN|MP|Active||80|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||95|10|und|24|24|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22021065|BISAGRA PUSH INTERIOR - 35MM REF:HBM544-03 TIPMATIC (EL PAR TIENE 2 UNIDADES)|MP|Active||100|10|par|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|25021271|PARTE-SOPORTE ENTREPAÑO PROF. 50CM BIBLIOTECA ALMACENAMIENTO ZEN ALM1170010|AI|Active||150|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|22008932|LAMINA PLANA CR 4X8  ESPESOR 1.50MM|MP|Active||10|10|kg|.17857813|.17857813|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||160|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000552|NIVELADOR DE 5/16 X 3/4 MPR080076|MP|Active||170|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||180|10|kg|1.4234|1.4234|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22025250|EMPAQUE TAPA ARCHIVADOR 90CM CLAVE 620|MP|Active||330|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|25039376|PARTE-COMPLEMENTO BIBLIOTECA ZEN CON NAVES ALM1175010|AI|Active||350|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.294764642|.294764642|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22013087|VAIVÉN DE PRESIÓN PUSH HÄFELE REF:329-44-501|MP|Active||360|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22000185|REMACHE POP 4-3|MP|Active||370|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020058|1|22013088|PIEZA DE CIERRE PUSH HÄFELE REF 329-44-532|MP|Active||380|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|0|22000020060|BIBLIOTECA METALICA 1 ENTREPAÑO CON PUERTA METALICA 71X90X50CM ALMACENAMIENTO ALM1170000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000020060|1|22012018|MARQUILLA LOGOTIPO MEPAL ALUMINIO PULIDO MPR030283|MP|Active||5|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|25020859|ARMADA-CORAZA DE 90CM H2 PROF. 50CM BIBLOTECA ZEN CON NAVES ALM1171000|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25020870|PARTE-CUERPO COSTADO DERECHO CORAZA ARCHIVADOR H2X90CM PROF. 50CM ALM1151011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.991784019|4.991784019|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25020871|PARTE-CUERPO COSTADO IZQUIERDO CORAZA ARCHIVADOR H2X90CM PROF. 50CM ALM1151011|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.991784019|4.991784019|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25020913|PARTE-TAPA SUPERIOR CORAZA DE 90CM PROF. 50CM BIBLIOTECA ZEN NAVES ALM1171010|AI|Active||30|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.51927593|4.51927593|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25020853|PARTE-FALSO COSTADO DE H2 PROF. 50CM CORAZA BIBLIOTECA ZEN CON NAVES ALM1171040|AI|Active||40|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|2.43967823|2.43967823|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25113832|PARTE-REFUERZO INFERIOR DE 90CM CORAZA ARCHIVADOR LATERAL ALM2931030|AI|Active||50|10|und|2|2|Proceso Tirar Operación|TRONZSILLA|TRS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22000914|TUBO RECTANGULAR  DE 20MM X 40MM 6000MM CALIBRE 20|MP|Active||10|10|und|.166666667|.166666667|Proceso Tirar Operación|TRONZSILLA|MTS.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25020917|PARTE-TAPA TRASERA DE 90CM H2 CORAZA BIBLIOTECA ZEN CON NAVES ALM1171030|AI|Active||60|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.12908698|4.12908698|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25020925|PARTE-BASE CORAZA DE 90CM PROF. 50CM BIBLOTECA ZEN CON NAVES ALM1171020|AI|Active||70|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|4.33283355|4.33283355|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|25008140|ARMADA-ENTREPAÑO 90CM PROF. 50CM BIBLIOTECA ALMACENAMIENTO ALM1172000|AI|Active||20|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25008144|PARTE-CUERPO ENTREPAÑO 90CM PROF. 50CM BIBLIOTECA ALMACENAMIENTO ALM1172010|AI|Active||10|30|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|3.439942891|3.439942891|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25008166|PARTE-REFUERZO ENTREPAÑO 90CM BIBLIOTECA ALMACENAMIENTO ALM1172020|AI|Active||20|30|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.462273201|.462273201|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|25021293|PARTE-NAVE CERRADURA DERECHA H2X900MM BIBLIOTECA ALMACENAMIENTO ALM1173011|AI|Active||30|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|3.36|3.36|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|25021299|ARMADA-NAVE IZQUIERDA H2X900MM BIBLIOTECA ALMACENAMIENTO ZEN ALM1174010|AI|Active||40|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25022314|PARTE-CUERPO NAVE IZQUIERDA H2X900MM BIBLIOTECA ALMACENAMIENTO ZEN ALM1174011|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|3.6|3.6|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|25110761|PARTE-TRASLAPE H2 NAVE IZQUIERDA ALM1174013|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|3|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.12|.12|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000575|CUERPO CYLINDER BODY CB-280 TYPE 280|MP|Active||50|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000569|ANILLO CERRADURA BZ-300 BEZEL BLACK|MP|Active||60|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000568|CERRADURA LP-300 LOCK PLUG BLACK 100T-599T 10 EACH|MP|Active||70|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||71|10|und|24|24|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000248|TORNILLO DE 6 X 5/8 CCPH PRIVILEGIO ZN|MP|Active||80|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22021065|BISAGRA PUSH INTERIOR - 35MM REF:HBM544-03 TIPMATIC (EL PAR TIENE 2 UNIDADES)|MP|Active||100|10|par|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|25021271|PARTE-SOPORTE ENTREPAÑO PROF. 50CM BIBLIOTECA ALMACENAMIENTO ZEN ALM1170010|AI|Active||150|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|22008932|LAMINA PLANA CR 4X8  ESPESOR 1.50MM|MP|Active||10|10|kg|.17857813|.17857813|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||160|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000552|NIVELADOR DE 5/16 X 3/4 MPR080076|MP|Active||170|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||180|10|kg|1.0659|1.0659|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22025250|EMPAQUE TAPA ARCHIVADOR 90CM CLAVE 620|MP|Active||330|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|25039376|PARTE-COMPLEMENTO BIBLIOTECA ZEN CON NAVES ALM1175010|AI|Active||350|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|2|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.294764642|.294764642|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22013087|VAIVÉN DE PRESIÓN PUSH HÄFELE REF:329-44-501|MP|Active||360|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22000185|REMACHE POP 4-3|MP|Active||370|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020060|1|22013088|PIEZA DE CIERRE PUSH HÄFELE REF 329-44-532|MP|Active||380|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|0|22000020547|PEDESTAL FIJO RIEL EXTENSION PARCIAL 2 GAVETAS 1 ARCHIVO FRENTE METALICO MANIJA EMBEBIDA 71X40X50CM ALMACENAMIENTO ALM1000000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000020547|1|22012018|MARQUILLA LOGOTIPO MEPAL ALUMINIO PULIDO MPR030283|MP|Active||5|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22008868|CORREDERA SPAR 45cm NEGRO S/T CS45/N  HRS120-45|MP|Active||40|10|jg|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22007935|RIEL REPON BAYONETA  45CM 75LB HRE126-45|MP|Active||50|10|jg|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000212|TORNILLO AUTOROSCANTE 6 3/8 ZINCADO|MP|Active||60|10|und|18|18|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000197|TORNILLO CABEZA EXTRAPLANA 8 X 3/4 REF: S6075 ZINCADO|MP|Active||70|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|23703614|BULON PLASTICO DIAM.8.5X11.5MM MPR050124|MP|Active||80|10|und|3|3|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000248|TORNILLO DE 6 X 5/8 CCPH PRIVILEGIO ZN|MP|Active||90|10|und|3|3|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22015000|TUERCA REMACHABLE 5/16 SEMI HEXAGONAL CABEZA BAJA REF:3002056|MP|Active||100|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22014799|REMACHE AVELLANADO 5-4 NATURAL|MP|Active||110|10|und|33|33|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000569|ANILLO CERRADURA BZ-300 BEZEL BLACK|MP|Active||140|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000568|CERRADURA LP-300 LOCK PLUG BLACK 100T-599T 10 EACH|MP|Active||150|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000576|CUERPO CYLINDER BODY CB-101|MP|Active||160|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000020547|1|22000297|AMORTGUAD POLIU CRISTAL 8.5MM X 2.2MM X 24 UNDS|MP|Active||170|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
